Message,upFeatureList,Spam_Ham
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,62 0 3 0 0 57 47 12 0 32 25 0 0 16 0 31 0,1
Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,67 6 112 22 2 0 10 96 0 1 109 80 96 0,0
Sir send to group mail check it.,55 8 21,0
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,48 8 60 44 0 4 0 0 0 0 20 4 0 0 0 29 47,0
"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",16 0 1 0,0
You dont know you jabo me abi.,7154,0
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",69 62 110 29 12 0 125 69 18 0 96 105 69,1
Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,127 127 121 66 95 48 35 0 61 25,0
"Are you being good, baby? :)",167 111,0
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,112 126 94 17 87 18 127 89 32 54 8 89 127 76 0 0 76,0
"Mostly sports type..lyk footbl,crckt..",61 60 0 63 43,0
Ma head dey swell oh. Thanks for making my day,256 159 37,0
U should make a fb list,41 0,0
Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,2047 48 1830 193 34 1646 1392 1216 0 1975 0 3 256 1 1562 0 385 1911,0
Sary just need Tim in the bollox &it hurt him a lot so he tol me!,63 2 63 3 19 16 49,0
Happy New Year Princess!,512,0
"I'll text carlos and let you know, hang on",50 30 44 9,0
"Don't worry, * is easy once have ingredients!",0 4 63 63 0,0
I love u 2 my little pocy bell I am sorry but I love u,63 0 2 8 1,0
"Ok omw now, you at castor?",506 0,0
Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,99 96 0 0 29 93,0
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",63 8 8 0 20 8 31 46 1 33 0 55 19 0 30 0 0 52 23,1
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,119 16 12 0 12 69 37 94 0 0 64 114 0,0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",38 0 0 46 6 55 21 34 0 25 33 36 0 46 35 56 5,0
"Tonight? Yeah, I'd be down for that",131 24 128,0
What should i eat fo lunch senor,63 14 63,0
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",63 14 63,0
No break time one... How... I come out n get my stuff fr Ì_?,1024 462 2013,0
Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,96 111 103 78 40 1 127 6 12 0 0,1
"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",772 641 574 0 45 539,0
Do you still have the grinder?,32 0 0,0
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,16 0 99 39 96 119 0 30 49 126 117 95 39 83,1
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",32 32 22 40 0 63 0 1 34 61 59 22 51 59,0
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1 61 48 10 0 0 3 55 0 63 0 58 42 0,1
K.i did't see you.:)k:)where are you now?,49 0 62 0 1,0
So i'm doing a list of buyers.,0 0 0,0
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",128 15337 15343 4 16351 5797 12287 943,0
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,507 445 509 511 383,0
They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,239 8 0 223 0 17 255 12 0 17,0
Don know..he is watching film in computer..,0 4228,0
"Oh, then your phone phoned me but it disconnected",2624 566 0,0
Id onluy matters when getting on from offcampus,32768 24899,0
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,258 447 0 32 511 46 0 0 0 16 508,1
"Excellent, I'll see what riley's plans are",32 12 30 2 10,0
"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",151815 32160 261403 42186,1
Ew are you one of them?,44 0,0
Also hi wesley how've you been,1024 128,0
Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,99 125 0 75 4 0 0 86 0 56,0
"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",44 32 63 55 0 36 60 12 24 0 0 0 8 0 0 19 56 50 2,1
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,32 0 0 34 0 42 0 0 16 1 0 59 8,1
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),32 0 0 34 0 42 0 0 16 1 0 59 8,0
"Hm good morning, headache anyone? :-)",84 15 0 15,0
Yeah no probs - last night is obviously catching up with you... Speak soon ,224 32 213 157 210 0,0
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,22554 30593 359 128 31089 192 1239,1
I might go 2 sch. Yar at e salon now v boring.,1021 384 991,0
 &lt;#&gt;  mins but i had to stop somewhere first.,38 16 0 0 0,0
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",0 180 49 177 0 146 16 16 151 102 155 103 46 34 17 179 0 187 22 29 0 48 192 202 8 230 251 0 235 255 115 0 214 0 128 16 0 0 123 127 15 0 0,0
One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,44 59 0 32 0 0 25 34 4 0 40 37 40 0 1,0
I didn't get the second half of that message,34 54 55 0 27,0
Wat time do u wan 2 meet me later?,107 4 0,0
I thank you so much for all you do with selflessness. I love you plenty.,1408 1018 1041 445,0
Am in film ill call you later.,256 193,0
How dare you change my ring,36 0 63,0
You are a very very very very bad girl. Or lady.,64 108 109 115,0
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,123 114 0 31 16 126 31 119,0
"What part of \don't initiate\"" don't you understand""",63 0 45 4 63 57,0
I finished my lunch already. U wake up already?,123 67 77 89,0
You still at the game?,35 55,0
You have got tallent but you are wasting.,0 0 52,0
What is your record for one night? :),60 6 24 1,0
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",65 16 73 72 0 53 16 0 0 0 0 3 0 0 0 16 0,0
 gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,0 0 369 0 424 235 64,0
Jokin only lar... :-) depends on which phone my father can get lor...,16431 24576 130,0
"Aight, lemme know what's up",34 0 2,0
Get ready for  &lt;#&gt;  inches of pleasure...,16383 12800,0
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0 0 52 92 235 17 16 188,0
;-) ok. I feel like john lennon.,58880,0
Cos darren say Ì_ considering mah so i ask Ì_...,64 119 0 17,0
You are not bothering me but you have to trust my answers. Pls.,9506 11021 34,0
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",132 255 255 0 51 255,0
One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,2038 1024 1767 1903 759 0 56 0 719 1017 1152 768 1994 4 134 0 1785 1952 2 995,0
Aight what time you want me to come up?,2080 242,0
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,32767 27639 128 29633 1024,0
Your bill at 3 is å£33.65 so thats not bad!,39 0 0 0,0
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,52 10 62 5 9 32 12 42 15 5 41 0 44 0 1 57 53 20 14,0
"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",50 53 38 5 63 0 63 4 32 21 0,0
So how's the weather over there?,507 64,0
"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",241 157 7 194 3 121 226 57 4 16 205 0 213,0
Die... Now i have e toot fringe again...,0 0 0 3,0
Lol they don't know about my awesome phone. I could click delete right now if I want.,125 126 117 45 0 61 127 71,0
"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",82 40 0 107 22 0 0 7 65 108 7 112 0,0
Please leave this topic..sorry for telling that..,512 7 0,0
Pls send me the correct name da.,524289,0
What happened to our yo date?,3798,0
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,0 415 64 3 2803 4038 0 0 3643,1
Webpage s not available!,121947,0
Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,8216 100 2368 0,0
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,2368 0 0 4031 1423 19 3487 0 2048,1
"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",0 5024 128 512 2326 10579 6512 128 0 7594 128 11645 15863,0
K..k...from tomorrow onwards started ah?,0 40,0
What u talking bout early morning? It's almost noon where your at!,20744 24669 8197,0
Fine. Do you remember me.,0 0,0
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",32 11 16 48 6 0 2 3 0 0 0 33 0 0 0 63 0,1
Ok. How many should i buy.,2043,0
"Sounds good, keep me posted",37 0 24,0
Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,32 0 0 63 31 4 0 0 0 0 0 17 0,1
Ok. So april. Cant wait,80 16,0
Boy you best get yo ass out here quick,80 16,0
Ay wana meet on sat?Ì_ wkg on sat?,64 69 40,0
I'm now but have to wait till 2 for the bus to pick me.,392 328 32 260,0
Apart from the one i told you about yesterday?,470 0 0,0
Ok lor... But buy wat?,0,0
Somebody should go to andros and steal ice,64 63 24 87,0
Don know. I did't msg him recently.,65 72 7,0
Take us out shopping and Mark will distract Isaiah.=D,240 67 114 230 135,0
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",0 0 8 6 0 46 23 0 6 18 0,0
There is no sense in my foot and penis.,241969,0
Okay but i thought you were the expert,10790 5111,0
*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,32 8 50 8 36 1 63 45 61 63 43 35 58 4,0
S.s:)i thinl role is like sachin.just standing. Others have to hit.,1728 267 1987 64,0
Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,64 72 70 0 0 81 0 92 0 0 0 92 0 12,0
"And very importantly, all we discuss is between u and i only.",684 140 0 0,0
K..k:)how about your training process?,0 13,0
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,70 17 46 8 26 0 0,0
I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,91 32 95 64 123 120 48 124 95 0 49 112 126 0 7,0
So i asked how's anthony. Dad. And your bf,32 63 9 0,0
"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",491 320 1 256 399 224 0 281 338 130 0 24,0
What Today-sunday..sunday is holiday..so no work..,954 0 702 771,0
Am going to take bath ill place the key in window:-),45 0 32 16 16 63,0
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,155 122 0 240 0 99 16 88 2 96 108 0,1
"Dear, take care. I am just reaching home.love u a lot.",61 1 48 8 55 47,0
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,42 0 221 189 253,0
Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,96 123 13 0 14 80 127,0
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,36 0 24 53 39 2 12 18 16 47 1 1 32 5 0 21,0
We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,64 0 16 12 0 64 33 113 70 48 0,0
"Yo, you at jp and hungry like a mofo?",61 0 9 8,0
This is all just creepy and crazy to me.,61 57 26 0,0
Ok... I din get ur msg...,6016,0
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,102 23 76 74 110 0 127 16 6 0 110,0
Pathaya enketa maraikara pa',64 58 0,0
Even if he my friend he is a priest call him now,512 2 0,0
"U so lousy, run already come back then half dead... Hee...",0 0,0
That's y i said it's bad dat all e gals know u... Wat u doing now?,21570 32080 3840,0
"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",389121 53894 425387 233244 365912 768 251473 3072 16384 204192 132736,0
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,16388 6158 49152 34464 59722 100244,0
